Invoice;StockCode;Description;Quantity;InvoiceDate;Price;Customer ID;Country;Revenue
510118;22219;LOVEBIRD HANGING DECORATION WHITE ;12;2010-05-27 11:53:00;0.85;17699.0;United Kingdom;10.2
523994;21684;SMALL MEDINA STAMPED METAL BOWL ;6;2010-09-26 15:07:00;0.85;16549.0;United Kingdom;5.1
496504;79323P;PINK CHERRY LIGHTS;4;2010-02-02 10:00:00;6.75;13319.0;United Kingdom;27.0
504536;85054;FRENCH ENAMEL POT W LID;1;2010-04-14 11:59:00;2.95;13097.0;United Kingdom;2.95
503186;22171;3 HOOK PHOTO SHELF ANTIQUE WHITE;108;2010-03-30 14:47:00;5.88;18102.0;United Kingdom;635.04
521366;21936;RED RETROSPOT PICNIC BAG;1;2010-09-05 10:54:00;2.95;16782.0;United Kingdom;2.95
523649;22959;WRAP CHRISTMAS VILLAGE;25;2010-09-23 12:42:00;0.42;13264.0;United Kingdom;10.5
512285;21207;SKULL AND CROSSBONES  GARLAND ;2;2010-06-14 14:27:00;1.65;13069.0;United Kingdom;3.3
519792;22572;ROCKING HORSE GREEN CHRISTMAS ;12;2010-08-20 12:20:00;0.85;12865.0;Austria;10.2
536378;22386;JUMBO BAG PINK POLKADOT;10;2010-12-01 09:37:00;1.95;14688.0;United Kingdom;19.5
489560;85208;SET/12 FUNKY FELT FLOWER PEG IN BAG;1;2009-12-01 12:56:00;2.1;13526.0;United Kingdom;2.1
526873;20727;LUNCH BAG  BLACK SKULL.;20;2010-10-13 14:12:00;1.65;12921.0;United Kingdom;33.0
516303;21381;MINI WOODEN HAPPY BIRTHDAY GARLAND;1;2010-07-19 13:11:00;1.69;14606.0;United Kingdom;1.69
497208;22413;METAL SIGN TAKE IT OR LEAVE IT ;1;2010-02-07 12:16:00;2.95;15584.0;United Kingdom;2.95
520612;21777;RECIPE BOX WITH METAL HEART;2;2010-08-27 12:02:00;7.95;16421.0;United Kingdom;15.9
518950;21539;RED RETROSPOT BUTTER DISH;3;2010-08-12 15:06:00;4.95;15296.0;United Kingdom;14.850000000000001
525407;22149;FELTCRAFT 6 FLOWER FRIENDS;6;2010-10-05 12:18:00;2.1;15358.0;United Kingdom;12.600000000000001
536732;21679;SKULLS  STICKERS;12;2010-12-02 12:47:00;0.85;15544.0;United Kingdom;10.2
489889;21432;SET OF 3 CASES WOODLAND DESIGN;36;2009-12-02 16:52:00;5.45;14646.0;Netherlands;196.20000000000002
505709;84596B;SMALL DOLLY MIX DESIGN ORANGE BOWL;3;2010-04-25 12:34:00;1.25;13050.0;United Kingdom;3.75
530561;21912;VINTAGE SNAKES & LADDERS;1;2010-11-03 13:46:00;3.75;14398.0;United Kingdom;3.75
491622;72487;ROSES WHITE ROUND CANDLE;3;2009-12-11 14:20:00;1.49;13415.0;United Kingdom;4.47
506283;47556B;TEA TIME TEA TOWELS ;6;2010-04-28 16:26:00;2.95;14422.0;United Kingdom;17.700000000000003
526242;22178;VICTORIAN GLASS HANGING T-LIGHT;12;2010-10-11 09:18:00;1.25;14911.0;EIRE;15.0
533186;84836;ZINC METAL HEART DECORATION;12;2010-11-16 14:38:00;1.25;17122.0;United Kingdom;15.0
519932;21984;PACK OF 12 PINK PAISLEY TISSUES ;4;2010-08-22 16:05:00;0.29;17231.0;United Kingdom;1.16
511476;21865;PINK UNION JACK  PASSPORT COVER ;3;2010-06-08 13:37:00;2.1;15311.0;United Kingdom;6.300000000000001
510360;22607;WOODEN ROUNDERS GARDEN SET ;1;2010-05-28 16:11:00;8.5;14104.0;United Kingdom;8.5
522553;22445;PENCIL CASE LIFE IS BEAUTIFUL;18;2010-09-15 11:56:00;2.95;12481.0;Germany;53.1
528438;20914;SET/5 RED RETROSPOT LID GLASS BOWLS;6;2010-10-22 10:40:00;2.95;12419.0;Spain;17.700000000000003
527890;21559;STRAWBERRY LUNCH BOX WITH CUTLERY;2;2010-10-19 12:15:00;2.55;17365.0;United Kingdom;5.1
494239;72760B;VINTAGE CREAM 3 BASKET CAKE STAND;1;2010-01-12 15:48:00;9.95;14081.0;United Kingdom;9.95
513666;21714;CITRONELLA CANDLE GARDEN POT;6;2010-06-28 11:24:00;1.25;14534.0;United Kingdom;7.5
503071;84947;ANTIQUE SILVER TEA GLASS ENGRAVED;6;2010-03-30 10:55:00;1.25;14469.0;United Kingdom;7.5
515922;85152;HAND OVER THE CHOCOLATE   SIGN ;12;2010-07-15 13:58:00;2.1;14667.0;United Kingdom;25.200000000000003
529333;22423;REGENCY CAKESTAND 3 TIER;1;2010-10-27 15:04:00;12.75;17690.0;United Kingdom;12.75
520720;22596;CHRISTMAS STAR WISH LIST CHALKBOARD;24;2010-08-29 14:36:00;0.85;13069.0;United Kingdom;20.4
530999;22168;ORGANISER WOOD ANTIQUE WHITE ;2;2010-11-05 11:25:00;8.5;14911.0;EIRE;17.0
505514;21080;SET/20 RED SPOTTY PAPER NAPKINS ;12;2010-04-22 15:03:00;0.85;17729.0;United Kingdom;10.2
522708;84347;ROTATING SILVER ANGELS T-LIGHT HLDR;1;2010-09-16 11:32:00;2.55;18001.0;United Kingdom;2.55
503538;21735;TWO DOOR CURIO CABINET;1;2010-04-01 14:04:00;12.75;14692.0;United Kingdom;12.75
534870;22975;SPACEBOY CHILDRENS EGG CUP;1;2010-11-24 14:29:00;1.25;17601.0;United Kingdom;1.25
490667;21114;LAVENDER SCENTED FABRIC HEART;10;2009-12-07 12:32:00;1.25;13234.0;United Kingdom;12.5
496564;22088;PAPER BUNTING COLOURED LACE;6;2010-02-02 13:33:00;2.95;14911.0;EIRE;17.700000000000003
493399;82494L;WOODEN FRAME ANTIQUE WHITE ;12;2009-12-23 14:35:00;2.95;15856.0;United Kingdom;35.400000000000006
535805;18007;ESSENTIAL BALM 3.5g TIN IN ENVELOPE;1;2010-11-28 15:04:00;0.18;15583.0;United Kingdom;0.18
497928;21212;PACK OF 72 RETRO SPOT CAKE CASES;24;2010-02-15 09:19:00;0.55;16225.0;United Kingdom;13.200000000000001
498037;37495;FAIRY CAKE BIRTHDAY CANDLE SET;4;2010-02-16 10:11:00;3.75;13802.0;United Kingdom;15.0
520663;85152;HAND OVER THE CHOCOLATE   SIGN ;48;2010-08-27 12:50:00;1.69;14062.0;United Kingdom;81.12
506309;20711;JUMBO BAG TOYS ;30;2010-04-29 10:58:00;1.95;12758.0;Portugal;58.5
518404;22384;LUNCH BAG PINK RETROSPOT;1;2010-08-08 13:55:00;1.65;16115.0;United Kingdom;1.65
510672;62094B;TURQ ICE CREAM BUM BAG ;6;2010-06-02 15:55:00;2.55;14282.0;United Kingdom;15.299999999999999
527911;85047;WHITE BEADED GARLAND STRING 20LIGHT;3;2010-10-19 12:50:00;6.35;16710.0;United Kingdom;19.049999999999997
523951;22082;RIBBON REEL STRIPES DESIGN ;5;2010-09-26 11:58:00;1.65;14094.0;United Kingdom;8.25
514500;48187;DOORMAT NEW ENGLAND;1;2010-07-04 10:58:00;7.49;13542.0;United Kingdom;7.49
497263;22041;"RECORD FRAME 7"" SINGLE SIZE ";12;2010-02-08 13:19:00;2.55;17965.0;United Kingdom;30.599999999999998
489999;21651;HANGING GLASS ETCHED TEALIGHT;12;2009-12-03 11:25:00;1.65;17314.0;United Kingdom;19.799999999999997
527770;22469;HEART OF WICKER SMALL;12;2010-10-19 10:20:00;1.65;17655.0;United Kingdom;19.799999999999997
529156;35400;WOODEN BOX ADVENT CALENDAR ;2;2010-10-26 16:47:00;8.95;16549.0;United Kingdom;17.9
511613;22358;KINGS CHOICE TEA CADDY ;6;2010-06-09 12:02:00;2.95;15527.0;United Kingdom;17.700000000000003
537538;22623;BOX OF VINTAGE JIGSAW BLOCKS ;3;2010-12-07 11:49:00;4.95;15353.0;United Kingdom;14.850000000000001
503156;22021;BLUE FELT EASTER EGG BASKET;1;2010-03-30 12:36:00;1.65;15862.0;United Kingdom;1.65
498587;22383;LUNCH BAG SUKI  DESIGN ;10;2010-02-21 15:16:00;1.65;15928.0;United Kingdom;16.5
496974;84869;CANDY BUTTON PHOTO ALBUM;12;2010-02-05 08:53:00;1.95;14298.0;United Kingdom;23.4
500354;17003;BROCADE RING PURSE ;72;2010-03-07 15:27:00;0.21;13026.0;United Kingdom;15.12
533112;21557;SET OF 6 FUNKY BEAKERS;2;2010-11-16 12:14:00;2.95;15311.0;United Kingdom;5.9
512460;22413;METAL SIGN TAKE IT OR LEAVE IT ;6;2010-06-16 09:58:00;2.95;13089.0;United Kingdom;17.700000000000003
532004;72760B;VINTAGE CREAM 3 BASKET CAKE STAND;4;2010-11-10 12:38:00;9.95;14177.0;United Kingdom;39.8
526754;82578;KITCHEN METAL SIGN;2;2010-10-13 10:17:00;0.55;17604.0;United Kingdom;1.1
524973;22382;LUNCH BAG SPACEBOY DESIGN ;10;2010-10-01 14:59:00;1.65;13320.0;United Kingdom;16.5
533140;21484;CHICK GREY HOT WATER BOTTLE;2;2010-11-16 13:04:00;3.45;15968.0;United Kingdom;6.9
508721;22348;TEA BAG PLATE RED SPOTTY ;1;2010-05-17 17:24:00;0.85;14606.0;United Kingdom;0.85
491667;21556;CERAMIC STRAWBERRY MONEY BOX;1;2009-12-13 11:34:00;2.55;15503.0;United Kingdom;2.55
516172;22551;PLASTERS IN TIN SPACEBOY;12;2010-07-18 13:43:00;1.65;16496.0;United Kingdom;19.799999999999997
499378;22301;COFFEE MUG CAT + BIRD DESIGN;6;2010-02-26 12:00:00;2.55;15998.0;United Kingdom;15.299999999999999
501691;22023;EMPIRE BIRTHDAY CARD;12;2010-03-18 17:26:00;0.42;18223.0;United Kingdom;5.04
523130;22295;HEART FILIGREE DOVE LARGE;5;2010-09-20 13:47:00;1.65;17259.0;United Kingdom;8.25
529588;15056N;EDWARDIAN PARASOL NATURAL;2;2010-10-28 19:52:00;5.95;16905.0;United Kingdom;11.9
493968;22111;SCOTTIE DOG HOT WATER BOTTLE;6;2010-01-08 16:42:00;4.95;15640.0;United Kingdom;29.700000000000003
520960;82600;NO SINGING METAL SIGN;1;2010-09-01 12:11:00;2.1;14606.0;United Kingdom;2.1
532961;22897;OVEN MITT APPLES DESIGN;20;2010-11-15 12:31:00;1.45;12471.0;Germany;29.0
498548;21833;CAMOUFLAGE LED TORCH;6;2010-02-19 17:40:00;1.69;17400.0;United Kingdom;10.14
527505;21669;BLUE STRIPE CERAMIC DRAWER KNOB;6;2010-10-18 12:25:00;1.25;17841.0;United Kingdom;7.5
512285;21213;PACK OF 72 SKULL CAKE CASES;1;2010-06-14 14:27:00;0.55;13069.0;United Kingdom;0.55
507396;47568;ENGLISH ROSE DESIGN PEG BAG;6;2010-05-09 13:00:00;2.1;14911.0;EIRE;12.600000000000001
517992;21472;LADYBIRD + BEE RAFFIA FOOD COVER;1;2010-08-03 15:51:00;3.75;17757.0;United Kingdom;3.75
495689;21559;STRAWBERRY LUNCHBOX WITH CUTLERY;4;2010-01-26 12:23:00;2.55;14680.0;United Kingdom;10.2
499508;21621;VINTAGE UNION JACK BUNTING;2;2010-02-28 16:14:00;8.5;18069.0;United Kingdom;17.0
512079;79302M;ART LIGHTS,FUNK MONKEY;6;2010-06-13 12:15:00;2.95;13941.0;United Kingdom;17.700000000000003
530167;22192;BLUE DINER WALL CLOCK;2;2010-11-02 09:06:00;8.5;14794.0;United Kingdom;17.0
513793;84978;HANGING HEART JAR T-LIGHT HOLDER;6;2010-06-28 15:31:00;1.25;17576.0;United Kingdom;7.5
515319;21166;COOK WITH WINE METAL SIGN ;1;2010-07-11 12:00:00;1.95;17085.0;United Kingdom;1.95
515347;22212;FOUR HOOK  WHITE LOVEBIRDS;6;2010-07-12 10:26:00;2.1;12472.0;Germany;12.600000000000001
513938;15044A;PINK PAPER PARASOL ;6;2010-06-29 12:45:00;2.95;13089.0;United Kingdom;17.700000000000003
537868;84375;SET OF 20 KIDS COOKIE CUTTERS;24;2010-12-08 16:49:00;2.1;12433.0;Norway;50.400000000000006
537396;22415;WHITE TISSUE REAM;1;2010-12-06 14:08:00;7.95;17223.0;United Kingdom;7.95
521563;84692;BOX OF 24 COCKTAIL PARASOLS;25;2010-09-07 10:26:00;0.42;12921.0;United Kingdom;10.5
491672;20769;DAISY JOURNAL ;18;2009-12-13 11:46:00;0.85;17172.0;United Kingdom;15.299999999999999
532819;20724;RED RETROSPOT CHARLOTTE BAG;1;2010-11-14 16:19:00;0.85;13230.0;United Kingdom;0.85
509859;22207;FRYING PAN UNION FLAG;4;2010-05-26 09:58:00;4.25;13044.0;United Kingdom;17.0
506384;84991;60 TEATIME FAIRY CAKE CASES;24;2010-04-29 12:37:00;0.55;14680.0;United Kingdom;13.200000000000001
502842;22487;WHITE WOOD GARDEN PLANT LADDER;1;2010-03-28 13:31:00;9.95;17518.0;United Kingdom;9.95
517333;22352;LUNCH BOX WITH CUTLERY RETROSPOT ;6;2010-07-28 13:05:00;2.55;12656.0;France;15.299999999999999
490482;21464;DISCO BALL ROTATOR BATTERY OPERATED;2;2009-12-06 12:52:00;4.25;15983.0;United Kingdom;8.5
520894;85204;HANGING WOOD AND FELT FLOWER;1;2010-08-31 17:31:00;0.42;16549.0;United Kingdom;0.42
531370;22211;WOOD STAMP SET FLOWERS;2;2010-11-07 15:30:00;1.65;16511.0;United Kingdom;3.3
493880;84879;ASSORTED COLOUR BIRD ORNAMENT;32;2010-01-08 09:23:00;1.69;13047.0;United Kingdom;54.08
525981;22469;HEART OF WICKER SMALL;40;2010-10-08 11:02:00;1.45;13001.0;United Kingdom;58.0
530487;22410;MONEY BOX HOUSEKEEPING DESIGN;12;2010-11-03 11:44:00;1.25;18141.0;United Kingdom;15.0
525239;22694;WICKER STAR ;6;2010-10-04 14:35:00;2.1;13939.0;United Kingdom;12.600000000000001
491426;21908;CHOCOLATE THIS WAY METAL SIGN;3;2009-12-10 20:16:00;2.1;15494.0;United Kingdom;6.300000000000001
526197;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;1;2010-10-10 12:53:00;2.95;17757.0;United Kingdom;2.95
536836;21155;RED RETROSPOT PEG BAG;1;2010-12-02 18:08:00;2.1;18168.0;United Kingdom;2.1
518550;21930;JUMBO STORAGE BAG SKULLS;100;2010-08-09 18:32:00;1.33;18102.0;United Kingdom;133.0
504833;21716;BOYS VINTAGE TIN SEASIDE BUCKET;8;2010-04-16 13:40:00;2.55;14907.0;United Kingdom;20.4
517740;22071;SMALL WHITE RETROSPOT MUG IN BOX ;2;2010-08-01 15:20:00;3.75;12862.0;United Kingdom;7.5
523718;82482;WOODEN PICTURE FRAME WHITE FINISH;6;2010-09-23 15:48:00;2.55;13985.0;United Kingdom;15.299999999999999
514138;72750B;FLOWER FAIRY SET 3 CANDLES LAVENDER;2;2010-06-30 13:43:00;5.95;14911.0;EIRE;11.9
512608;22423;REGENCY CAKESTAND 3 TIER;5;2010-06-17 09:56:00;12.75;13488.0;United Kingdom;63.75
516870;22540;MINI JIGSAW CIRCUS PARADE ;10;2010-07-23 12:32:00;0.42;14085.0;United Kingdom;4.2
511106;22616;PACK OF 12 LONDON TISSUES ;48;2010-06-07 09:43:00;0.29;17071.0;United Kingdom;13.919999999999998
537685;21786;POLKADOT RAIN HAT ;24;2010-12-08 10:21:00;0.42;18077.0;United Kingdom;10.08
501144;75049L;LARGE CIRCULAR MIRROR MOBILE;4;2010-03-14 12:37:00;1.25;14161.0;United Kingdom;5.0
503337;22457;NATURAL SLATE HEART CHALKBOARD ;4;2010-03-31 12:28:00;2.95;15046.0;United Kingdom;11.8
501650;22328;ROUND SNACK BOXES SET OF 4 FRUITS ;6;2010-03-18 12:44:00;2.95;15858.0;United Kingdom;17.700000000000003
533962;21231;SWEETHEART CERAMIC TRINKET BOX;8;2010-11-19 13:01:00;1.25;16535.0;United Kingdom;10.0
528363;22180;RETROSPOT LAMP;4;2010-10-21 15:38:00;9.95;14442.0;Channel Islands;39.8
501853;21100;CHARLIE AND LOLA CHARLOTTE BAG;1;2010-03-21 11:07:00;1.65;16782.0;United Kingdom;1.65
500293;20931;BLUE POT PLANT CANDLE ;1;2010-03-05 16:02:00;3.75;13174.0;United Kingdom;3.75
520885;22197;SMALL POPCORN HOLDER;12;2010-08-31 16:21:00;0.85;14040.0;United Kingdom;10.2
535321;22902;TOTE BAG I LOVE LONDON;12;2010-11-25 15:14:00;2.1;12385.0;Belgium;25.200000000000003
515253;22083;PAPER CHAIN KIT RETRO SPOT;6;2010-07-09 11:43:00;2.95;18260.0;United Kingdom;17.700000000000003
504412;21934;SKULL SHOULDER BAG;6;2010-04-13 12:24:00;1.65;16940.0;United Kingdom;9.899999999999999
506248;22470;HEART OF WICKER LARGE;5;2010-04-28 13:26:00;2.95;14724.0;United Kingdom;14.75
511705;22207;FRYING PAN UNION FLAG;12;2010-06-10 10:04:00;4.25;13417.0;United Kingdom;51.0
508068;21871;SAVE THE PLANET MUG;6;2010-05-12 14:23:00;1.25;13756.0;United Kingdom;7.5
517340;22631;CIRCUS PARADE LUNCH BOX ;2;2010-07-28 14:02:00;1.95;16255.0;United Kingdom;3.9
530350;22568;FELTCRAFT CUSHION OWL;1;2010-11-02 15:48:00;3.75;14506.0;United Kingdom;3.75
537210;84879;ASSORTED COLOUR BIRD ORNAMENT;8;2010-12-05 15:15:00;1.69;15953.0;United Kingdom;13.52
491834;22118;JOY WOODEN BLOCK LETTERS;1;2009-12-14 14:36:00;4.95;17623.0;United Kingdom;4.95
497618;72800F;4 IVORY DINNER CANDLES GOLD FLOCK;3;2010-02-11 12:18:00;2.55;15044.0;United Kingdom;7.6499999999999995
499474;22379;RECYCLING BAG RETROSPOT ;3;2010-02-28 12:29:00;2.1;15421.0;United Kingdom;6.300000000000001
503950;21282;NATURAL BARK CANDLE LARGE;1;2010-04-08 15:40:00;4.25;17362.0;United Kingdom;4.25
500356;85099B;JUMBO BAG RED WHITE SPOTTY ;1;2010-03-07 15:34:00;1.95;16984.0;United Kingdom;1.95
527418;22697;GREEN REGENCY TEACUP AND SAUCER;12;2010-10-17 15:40:00;2.55;16684.0;United Kingdom;30.599999999999998
501849;21975;PACK OF 60 DINOSAUR CAKE CASES;2;2010-03-21 10:49:00;0.55;14451.0;United Kingdom;1.1
537607;22900; SET 2 TEA TOWELS I LOVE LONDON ;4;2010-12-07 13:18:00;2.95;15965.0;United Kingdom;11.8
520695;21754;HOME BUILDING BLOCK WORD;9;2010-08-29 10:42:00;5.95;15430.0;United Kingdom;53.550000000000004
513182;22646;CERAMIC STRAWBERRY CAKE MONEY BANK;1;2010-06-22 12:57:00;1.45;18214.0;United Kingdom;1.45
504406;21004;ROSE DU SUD CHILDS APRON;1;2010-04-13 11:55:00;4.25;17841.0;United Kingdom;4.25
533767;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;12;2010-11-18 15:29:00;2.95;18225.0;United Kingdom;35.400000000000006
506299;84993A;75 GREEN PETIT FOUR CASES;24;2010-04-29 10:33:00;0.42;14849.0;United Kingdom;10.08
515420;20969;RED FLORAL FELTCRAFT SHOULDER BAG;2;2010-07-12 13:15:00;3.75;17365.0;United Kingdom;7.5
517946;82578;KITCHEN METAL SIGN;2;2010-08-03 11:32:00;0.55;17673.0;United Kingdom;1.1
534160;22154;ANGEL DECORATION 3 BUTTONS ;1;2010-11-21 12:55:00;0.42;12858.0;United Kingdom;0.42
511672;82494L;WOODEN FRAME ANTIQUE WHITE ;18;2010-06-09 14:43:00;2.95;17865.0;United Kingdom;53.1
528768;22784;LANTERN CREAM GAZEBO ;3;2010-10-25 08:27:00;4.95;14181.0;United Kingdom;14.850000000000001
524099;82600;NO SINGING METAL SIGN;6;2010-09-27 12:24:00;2.1;13448.0;United Kingdom;12.600000000000001
502669;84992;72 SWEETHEART FAIRY CAKE CASES;48;2010-03-26 08:51:00;0.55;15523.0;United Kingdom;26.400000000000002
494345;90165B;WHITE ROSEBUD  PEARL EARRINGS;6;2010-01-13 13:55:00;2.55;15755.0;United Kingdom;15.299999999999999
518791;21984;PACK OF 12 PINK PAISLEY TISSUES ;48;2010-08-12 09:43:00;0.29;16477.0;United Kingdom;13.919999999999998
518010;22356;CHARLOTTE BAG PINK WITH WHITE SPOTS;10;2010-08-04 10:00:00;0.85;14489.0;United Kingdom;8.5
491453;21014;SWISS CHALET TREE DECORATION ;1;2009-12-11 11:15:00;0.85;17238.0;United Kingdom;0.85
522817;17174;ASSTD RASTA KEY-CHAINS;1;2010-09-16 19:43:00;0.42;13208.0;United Kingdom;0.42
493444;22232;JIGSAW TOADSTOOLS 3 PIECE;2;2010-01-04 13:47:00;1.65;16792.0;United Kingdom;3.3
501284;21087;SET/6 POSIES PAPER CUPS;12;2010-03-15 14:19:00;0.65;12714.0;France;7.800000000000001
527964;84692;BOX OF 24 COCKTAIL PARASOLS;50;2010-10-20 09:45:00;0.42;14790.0;United Kingdom;21.0
513305;20702;PINK PADDED MOBILE;3;2010-06-23 14:34:00;4.25;15248.0;United Kingdom;12.75
500880;21094;SET/6 RED SPOTTY PAPER PLATES;12;2010-03-10 14:49:00;0.85;15544.0;United Kingdom;10.2
525875;22111;SCOTTIE DOG HOT WATER BOTTLE;1;2010-10-07 14:11:00;4.95;17908.0;United Kingdom;4.95
514377;79067;CORONA MEXICAN TRAY;4;2010-07-02 10:01:00;3.75;17734.0;United Kingdom;15.0
512112;84929;ASSTD FRUIT+FLOWERS FRIDGE MAGNETS;12;2010-06-13 14:40:00;0.55;17841.0;United Kingdom;6.6000000000000005
535429;22729;ALARM CLOCK BAKELIKE ORANGE;4;2010-11-26 12:13:00;3.75;16138.0;United Kingdom;15.0
522457;21787;RAIN PONCHO WITH RED SPOTS;24;2010-09-14 15:50:00;0.85;18136.0;United Kingdom;20.4
491204;22318;FIVE HEART HANGING DECORATION;1;2009-12-10 13:59:00;2.95;14648.0;United Kingdom;2.95
515928;21844;RED RETROSPOT MUG;6;2010-07-15 14:32:00;2.95;12523.0;France;17.700000000000003
536754;21544;SKULLS  WATER TRANSFER TATTOOS ;10;2010-12-02 14:09:00;0.85;14449.0;United Kingdom;8.5
490087;21756;BATH BUILDING BLOCK WORD;3;2009-12-03 15:49:00;5.95;15601.0;United Kingdom;17.85
528474;22910;PAPER CHAIN KIT VINTAGE CHRISTMAS;160;2010-10-22 11:45:00;2.55;14866.0;United Kingdom;408.0
534238;22633;HAND WARMER UNION JACK;12;2010-11-22 10:41:00;2.1;17730.0;United Kingdom;25.200000000000003
523644;21945;STRAWBERRIES  DESIGN FLANNEL ;2;2010-09-23 12:18:00;0.85;17841.0;United Kingdom;1.7
507156;21746;SMALL RED RETROSPOT WINDMILL;24;2010-05-06 13:41:00;1.25;12682.0;France;30.0
533771;84378;SET OF 3 HEART COOKIE CUTTERS;1;2010-11-18 15:34:00;1.25;17315.0;United Kingdom;1.25
502396;22149;FELTCRAFT 6 FLOWER FRIENDS;12;2010-03-24 11:51:00;2.1;15057.0;United Kingdom;25.200000000000003
530753;21187;WHITE BELL HONEYCOMB PAPER GARLAND ;12;2010-11-04 11:56:00;1.65;12949.0;United Kingdom;19.799999999999997
532641;21011;GLITTER SNOW PEAR TREE DECORATION;10;2010-11-12 16:59:00;1.45;13723.0;United Kingdom;14.5
532083;84247C;PACK/12 BLUE REINDEER CARD;1;2010-11-10 15:16:00;2.95;13735.0;United Kingdom;2.95
522985;22522;CHILDS GARDEN FORK BLUE ;12;2010-09-19 14:12:00;0.85;14776.0;United Kingdom;10.2
517985;22352;LUNCH BOX WITH CUTLERY RETROSPOT ;1;2010-08-03 15:14:00;2.55;17238.0;United Kingdom;2.55
534894;22061;LARGE CAKE STAND  HANGING STRAWBERY;2;2010-11-24 15:05:00;9.95;13554.0;United Kingdom;19.9
536003;22768;FAMILY PHOTO FRAME CORNICE;2;2010-11-29 14:36:00;9.95;16049.0;United Kingdom;19.9
493976;22139;RETRO SPOT TEA SET CERAMIC 11 PC ;3;2010-01-10 11:40:00;4.95;14849.0;United Kingdom;14.850000000000001
500166;22326;ROUND SNACK BOXES SET OF4 WOODLAND ;6;2010-03-05 09:09:00;2.95;15203.0;United Kingdom;17.700000000000003
495031;72807C;SET/3 VANILLA SCENTED CANDLE IN BOX;12;2010-01-20 14:05:00;4.25;16933.0;United Kingdom;51.0
530064;22061;LARGE CAKE STAND  HANGING STRAWBERY;4;2010-11-01 11:43:00;9.95;14911.0;EIRE;39.8
526214;21390;FILIGRIS HEART WITH BUTTERFLY;24;2010-10-10 14:17:00;1.25;12749.0;United Kingdom;30.0
525928;22474;SPACEBOY TV DINNER TRAY;2;2010-10-07 16:48:00;4.95;16072.0;United Kingdom;9.9
500025;21163;DO NOT TOUCH MY STUFF DOOR HANGER ;3;2010-03-04 11:11:00;1.45;15950.0;United Kingdom;4.35
516106;84270;ASSTD DESIGN BUBBLE GUM RING;60;2010-07-16 12:42:00;0.21;17683.0;United Kingdom;12.6
511478;85224;ASSORTED COLOUR SILK GLASSES CASE;60;2010-06-08 13:39:00;0.38;14671.0;United Kingdom;22.8
531252;22645;CERAMIC HEART FAIRY CAKE MONEY BANK;4;2010-11-07 11:11:00;1.45;16206.0;United Kingdom;5.8
521353;21929;JUMBO BAG PINK VINTAGE PAISLEY;1;2010-09-03 14:41:00;1.95;18036.0;United Kingdom;1.95
495393;22262;FELT EGG COSY CHICKEN;1;2010-01-24 15:42:00;0.85;15483.0;United Kingdom;0.85
525564;84755;COLOUR GLASS T-LIGHT HOLDER HANGING;16;2010-10-06 08:17:00;0.65;13055.0;United Kingdom;10.4
491085;84984D;ORIENTAL RED C/COVER ;2;2009-12-09 13:25:00;4.65;13727.0;United Kingdom;9.3
497894;21255;FRENCH BOTTLE , LAVENDER;12;2010-02-14 12:36:00;1.65;15425.0;United Kingdom;19.799999999999997
511063;21154;RED SPOTTY OVEN GLOVE ;2;2010-06-06 12:45:00;1.25;15988.0;United Kingdom;2.5
534432;21874;GIN AND TONIC MUG;3;2010-11-22 15:01:00;1.25;18283.0;United Kingdom;3.75
490796;21185; HOME SWEET HOME  BLACKBOARD;6;2009-12-08 11:44:00;6.35;14290.0;United Kingdom;38.099999999999994
518007;20724;RED SPOTTY CHARLOTTE BAG;10;2010-08-04 09:14:00;0.85;12437.0;France;8.5
525216;22374;AIRLINE BAG VINTAGE JET SET RED;1;2010-10-04 12:46:00;4.25;16205.0;United Kingdom;4.25
499512;84619;BLUE GINGHAM ROSE QUILT ;5;2010-03-01 09:13:00;12.75;16202.0;United Kingdom;63.75
489681;16212;FUNKY GIRLZ ASST MAGNETIC MEMO PAD;15;2009-12-02 10:02:00;0.65;17998.0;United Kingdom;9.75
511074;85099B;JUMBO BAG RED RETROSPOT;1;2010-06-06 13:45:00;1.95;18137.0;United Kingdom;1.95
520673;22077;6 RIBBONS RUSTIC CHARM;1;2010-08-27 14:13:00;1.65;17894.0;United Kingdom;1.65
498108;71038;WHITE HANGING BEADS CANDLE HOLDER;4;2010-02-16 14:03:00;5.45;13468.0;United Kingdom;21.8
530288;21670;BLUE SPOT CERAMIC DRAWER KNOB;3;2010-11-02 12:16:00;1.25;14593.0;United Kingdom;3.75
490687;84946;ANTIQUE SILVER TEA GLASS ETCHED;12;2009-12-07 13:49:00;1.25;14911.0;EIRE;15.0
501628;20963;APPLE BATH SPONGE;10;2010-03-18 11:48:00;1.25;14911.0;EIRE;12.5
517153;21754;HOME BUILDING BLOCK WORD;4;2010-07-27 10:43:00;5.95;18257.0;United Kingdom;23.8
529935;90200A;PURPLE SWEETHEART BRACELET;3;2010-10-31 14:40:00;4.25;17449.0;United Kingdom;12.75
510806;22467;GUMBALL COAT RACK;2;2010-06-03 19:05:00;2.55;17107.0;United Kingdom;5.1
515703;84406B;CREAM CUPID HEARTS COAT HANGER;2;2010-07-14 12:29:00;3.25;14656.0;United Kingdom;6.5
